seat_type,rank,percentile,gender,college_branch,,,
TFWS,42126,76.7344555,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Information Technology",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Information Technology "
EWS,94920,35.978039,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Information Technology",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Information Technology "
GOPENH,87154,43.3051128,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GSCH,96360,35.1475881,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GNT1H,90444,39.8713522,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GNT3H,119565,5.5537174,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GOBCH,92420,39.1582539,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
LOPENH,85572,44.986801,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
LSCH,92099,39.3128682,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
LOBCH,93777,37.5478565,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GOPENO,117810,8.3872203,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GOBCO,120411,4.2124186,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
LOPENO,99455,31.7734581,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
LOBCO,111920,16.5815096,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GSCO,94768,35.978039,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GNT1O,107037,22.9132251,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GOBCO,94799,35.978039,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
LSCO,93995,36.7166438,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
EWS,120892,3.3180507,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Electronics and Telecommunication Engg "
GOPENH,122243,0.8745505,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Chemical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Chemical Engineering "
LOPENH,97339,33.5099087,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Chemical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Chemical Engineering "
GOPENO,105541,24.8766135,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Chemical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Chemical Engineering "
LOPENO,115213,12.219415,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Chemical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Chemical Engineering "
GOPENH,110537,18.375784,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
GSCH,117024,9.5134004,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
GVJH,112648,15.5460791,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
GNT3H,113015,14.9912318,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
GOBCH,121982,1.3842985,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
LOPENH,113922,14.2210761,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
LOBCH,114548,12.7995462,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
GOPENO,79506,50.816249,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
GOPENO,109290,20.1763116,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
GOBCO,120338,4.2387378,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
LOPENO,113960,13.7713294,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
LOBCO,122150,1.0847132,F,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
EWS,104736,25.4603297,M,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering",,,"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali Mechanical Engineering "
GOPENH,116756,10.0599952,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering "
LOPENH,105077,25.3179745,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering "
GOPENO,94698,35.978039,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering "
GOPENO,115624,11.4426915,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering "
LOPENO,106551,23.2238494,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Civil Engineering "
GOPENH,41012,77.6049916,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering "
LOPENH,38607,79.0746326,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering "
GOPENO,48392,72.8897104,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering "
LOPENO,35955,80.4540499,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering "
MI,104624,25.7906003,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering "
TFWS,26885,85.606492,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Computer Science and Engineering "
GOPENH,95532,35.6983743,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering "
LOPENH,95084,35.8351101,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering "
GOPENO,111036,17.5316365,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering "
GOPENO,93708,37.5478565,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering "
LOPENO,90655,39.6081812,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electrical Engineering "
GOPENH,60186,65.2400587,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg "
LOPENH,54562,69.0394836,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg "
GOPENO,70316,57.6946774,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg "
LOPENO,87055,43.3051128,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg "
TFWS,50881,71.2367422,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Electronics and Telecommunication Engg "
GOPENH,113573,14.6195704,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Chemical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Chemical Engineering "
LOPENH,104620,25.7906003,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Chemical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Chemical Engineering "
GOPENO,111254,17.5093411,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Chemical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Chemical Engineering "
LOPENO,98390,32.3435843,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Chemical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Chemical Engineering "
GOPENH,107712,22.1694264,M,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Mechanical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Mechanical Engineering "
LOPENH,113851,14.2210761,F,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Mechanical Engineering",,,"Jawaharlal Darda Institute of Engineering and Technology, Yavatmal Mechanical Engineering "
